ID,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,CreditCard,DOB,ADDRESS_1,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE
591,F,S,0,98716.3,N,55.66,4224655090564180,4/27/31,3922 US HIGHWAY 1,HOLLIDAYSBURG,PA,16648,2461,,
593,F,S,2,84789.3,N,50.433333,2337115594655450,12/27/41,26808 STATE HIGHWAY M # 1576,LEECHBURG,PA,15656,0,,
596,F,M,0,32703.1,Y,64.92,1916855952369070,6/25/43,834 E LEISURE LN,CABO ROJO,PR,623,0,,
598,F,M,2,8204.72,N,52.973333,9226426041264080,5/22/78,100 CALLE CISNE,FOREST HILLS,NY,11375,0,,
602,M,S,0,64136.6,Y,61.106667,5449217167348260,2/16/30,305 PARK RD,CAROLINA,PR,979,0,,
604,F,M,2,45429.7,Y,61.713333,5759165614014090,5/7/49,6576 S NORFOLK ST,MODESTO,CA,95350,0,,
606,F,S,0,25285.5,N,53.986667,2383226318948270,11/13/04,219 CAMP RD,REGO PARK,NY,11374,0,,
609,F,S,0,69350.5,Y,57.42,9284928036437070,4/14/45,18469 COUNTY ROAD 170,CRAWFORDVILLE,GA,30631,0,-82.896483,33.548482
616,M,S,2,43634.5,N,21.78,5115427637636210,2/24/03,300 W AVENUE G,TEMPLE,PA,19560,1400,,
621,M,S,1,92647.5,N,56.046667,6129034058896390,3/20/53,687-824 TAMARACK WAY,MOBILE,AL,36605,0,-88.060222,30.665991
622,M,S,2,21021.6,Y,62.753333,1299008217373140,8/14/85,189 EVELINE ORCHARD DR,PAYSON,AZ,85541,0,,
626,F,S,2,28787.4,N,41.666667,1753830354043100,11/27/08,7396 6TH AVE NW,LUVERNE,ND,58056,0,,
633,F,M,1,20550.9,Y,22.12,5598509921225260,3/7/72,1 BROWNLEIGH RD,BOSTON,MA,2113,0,,
639,F,S,2,19131.1,N,56.186667,1197406689579830,11/7/64,4665B TURF RD,HUNTSVILLE,AL,35805,0,-86.598233,34.722768
645,M,M,2,42750.3,Y,50.493333,1560789795889150,10/25/47,401 BOSLEY AVE RM 405,PHOENIX,AZ,85051,0,,
647,F,S,2,2842.55,N,45.92,2965646048041730,12/1/30,1935 11TH ST SW,PLANADA,CA,95365,0,,
648,M,M,2,22358.1,N,52.626667,6511558336307810,3/24/22,18901 39TH AVE,NEWARK,NJ,7102,0,-74.182231,40.729689
651,F,S,2,6440.46,Y,41,5426251971604460,5/7/07,11448 W FARMINGTON RD,VEGA BAJA,PR,693,5632,,
652,F,S,0,7325.5,N,36.92,2602614612182000,10/7/61,K39 CALLE 19,IRVING,TX,75060,0,,
654,M,M,2,28766.9,N,46.84,7314000704525410,12/20/54,200 W FARENERI ST,SANFORD,NC,27330,0,-79.17618,35.486844
666,M,S,0,69000,Y,52.266667,8542581668541260,10/21/77,2545 MOSSIDE BLVD STE 4,HOBOKEN,NJ,7030,0,-74.040971,40.741928
670,M,M,2,1406.05,Y,19.306667,2911445507727380,12/30/76,PO BOX 594,SAINT LOUIS,MO,63123,0,,
672,F,S,0,73228.3,N,43,9951249285716560,6/2/88,1 DEERFIELD LN,HARLINGEN,TX,78552,7063,,
690,M,M,2,49910.7,Y,51.52,7165673078623150,4/11/92,2417AH REGENCY BLVD STE 6,BUNKIE,LA,71322,0,-92.192883,30.949491
694,F,S,1,12686,N,64.8,3147421637408420,6/4/34,56 W HILL RD,PLAINFIELD,NJ,7060,2563,-74.417,40.625305
702,M,M,2,57360.8,Y,53.253333,4757792073637280,5/3/06,606 STATE RT 17,SEATTLE,WA,98112,0,,
704,M,M,1,60102.7,N,42.14,2702258998590680,5/11/75,536 DWIGHT ST STE 7,SWAMPSCOTT,MA,1907,0,,
707,F,S,1,12526.3,N,53.553333,3676305458449030,7/28/75,12364 SWAMP FOX HWY W,DURANGO,CO,81301,0,,
715,F,M,2,48238.8,N,34.706667,4508145673114740,12/17/53,32-942 MAMALAHOA HWY,FARGO,ND,58102,0,-96.795249,46.878554
721,F,S,2,76791.2,N,47,7068477673336140,6/26/98,198 N UNIVERSITY DR,PHOENIX,AZ,85085,0,,
726,F,M,2,3193.6,N,54.046667,1531473860385120,1/31/35,8000 COUNTY LANE 10,HOUSTON,TX,77077,4718,,
730,F,M,0,83287,N,56.193333,9753320959215260,2/6/86,4958 COUNTY ROAD 3470,WOODRIDGE,IL,60517,0,,
731,M,S,1,2056.06,Y,18.94,3698219761208000,4/20/74,418 W ORANGE ST,CHESTERFIELD,MI,48047,0,,
734,M,S,0,77000,N,63.353333,3251813514509180,9/26/75,13601 COUNTY ROAD 103 # 2490,NORTH COLLINS,NY,14111,0,,
737,F,M,0,83287,N,44,2566923521746310,5/23/34,10303 W 70TH TER APT 105L,HALLSBORO,NC,28442,0,,
740,F,M,0,14932.5,N,46,4342686876315200,7/19/74,851 E 270 N,LOUISA,KY,41230,0,-82.6733,38.1595
741,F,S,0,27498.1,N,52.646667,7481440342327610,6/21/88,863 AVENUE C APT 2C,SOUTH HOUSTON,TX,77587,0,,
746,F,M,2,50561.3,N,46,5001117890204210,12/27/31,1221 MAGIE AVE BLDG 6,BARCELONETA,PR,617,2751,,
748,F,S,2,23464,Y,61,8442588470909430,5/19/34,1354 21ST AVE NE,BRIDGMAN,MI,49106,0,,
750,F,M,1,98680.4,Y,46,7744461965790360,4/9/48,9700 GITEBA PL,SILOAM SPGS,AR,72761,0,,
751,M,M,0,65619.7,Y,52.646667,9950570925614340,8/22/64,1633 RALEIGH RD APT 1,KANSAS CITY,MO,64153,0,,
752,F,M,1,95620.3,Y,47,4004361894497380,3/19/07,533 W 145TH ST OFC 16,HONOLULU,HI,96817,0,-157.87468,21.329168
754,F,M,1,66921.4,Y,46,2609715823269470,6/19/60,798 SW 5TH ST,KEAAU,HI,96749,0,,
756,F,M,2,94026.8,Y,27.746667,8334936191324130,8/11/18,586 PARK ST,JEWETT CITY,CT,6351,0,,
759,M,M,0,66666,N,45.486667,8112214767475440,7/13/81,6124 COURT ST,ORANGE,MA,1364,1258,,
766,F,M,2,18296.4,Y,42.626667,4499164626631120,12/12/86,RR 36 BOX 241B,COY,AL,35201,0,,
767,F,S,0,39461,N,22.226667,2846228893936110,11/12/03,54 CALLE JUAN RULLAN,BLANDING,UT,84511,0,,
773,F,S,2,86747.1,N,64.853333,8443389312476870,7/19/58,38832 N KELLEY RD,JEFFERSON CITY,MO,65109,9136,-92.19114,38.570541
775,F,M,1,87404.6,N,63.186667,1737928481669960,1/12/19,250 CHATEAU DR SW STE 764,MOORESTOWN,NJ,8057,0,,
777,F,M,2,85394,Y,20.16,5807620335273110,2/3/36,2 CALLE VENDIG,SYLACAUGA,AL,35150,0,-86.257062,33.17773
779,F,M,2,63566.1,Y,56.3,4839374313579360,11/14/68,99 STATE ROUTE 54,LAYTON,UT,84041,0,,
784,F,M,2,82644.2,Y,33.493333,3173712005657370,5/14/43,2767 BRIARGROVE DR APT 549,CARMICHAEL,CA,95608,0,,
791,F,M,2,809.43,Y,31.913333,6819655202385680,10/20/91,10703 18TH ST SE,TROY,OH,45373,0,-84.204002,40.038787
792,M,S,1,76529.8,N,58.28,9390302380195280,7/25/00,PO BOX 7056,LAKE GEORGE,NY,12845,0,,
795,F,M,0,66666,N,67,7782545147801930,7/16/64,711 OAK HILL AVE APT 1,BARNEGAT,NJ,8005,0,,
796,F,S,2,19008.4,Y,52.166667,2422519310590160,1/17/99,21339 198TH AVE NW,EAST ALTON,IL,62024,0,,
800,M,M,0,78894.2,N,52.74,9103411247315820,8/30/42,523 W 9TH ST APT 1559 # 8298,FAIRFIELD,NJ,7004,0,,
801,M,S,1,16432.1,Y,20.92,1969205538414560,11/19/65,PO BOX 402,FULTON,NY,13069,0,,
803,M,S,1,71329.9,Y,42.233333,5064335058593050,11/28/07,134 W WOODS RD,JAMAICA PLAIN,MA,2130,0,-71.114854,42.315023
807,F,S,0,20913.6,N,53.013333,5190730777932910,11/26/16,5631 EVERS RD STE AC-1001,SAN ANTONIO,TX,78258,0,,
820,F,S,0,5185.31,N,62.053333,2923563104014370,8/26/18,650 W 127TH ST APT 101B,NEWHALL,CA,91321,0,,
824,F,M,2,80087.7,N,41.92,6236314942190780,6/14/94,PO BOX L,FLORENCE,AL,35633,1008,,
827,F,S,2,11251.1,Y,52,2966631741700620,4/17/61,6429 W BORTNER ST,CINCINNATI,OH,45244,0,,
829,M,M,1,70908.7,N,49.62,5788504181255150,8/20/22,T237 EUSTIS ST,VINEYARD HAVEN,MA,2568,0,,
830,M,S,0,94928.3,N,40.18,5067672892676540,3/10/30,12 SEQUOIA CT,GUAYANILLA,PR,656,1528,,
838,M,M,0,65000,Y,52.266667,4566745369436090,10/29/14,PO BOX 3845,CHAGRIN FALLS,OH,44023,0,,
840,F,S,2,93559.1,N,57.62,6481219873591670,4/17/40,300 SCHUYLER AVE APT 7,PANAMA CITY,FL,32405,0,,
841,F,M,1,56722.8,N,60.593333,2597676741645420,4/12/71,601 4TH AVE APT 1 # 3559,SCHENECTADY,NY,12308,0,-73.9237,42.8171
843,M,M,1,120000,N,53.213333,4955936186561700,8/30/88,2276 GRAHAM CIR,CAROLINA,PR,979,0,,
844,F,S,2,3416.62,Y,22.76,5072174575127200,12/5/36,8251 INGERSOL ST STE 101,WEST DES MOINES,IA,50266,0,,
845,F,M,0,78000,Y,55.633333,1885308459811150,3/15/96,PO BOX 597,IRONS,MI,49644,0,,
847,F,M,2,8032.16,N,45.666667,5964329236725610,1/3/00,11040 HIGHWAY 19 # 3640,CINCINNATI,OH,45206,0,-84.475244,39.125874
848,F,D,1,93454.3,Y,48.533333,9037738144950530,11/25/86,4133 LARAMIE LN APT 1,FOXBORO,MA,2035,0,,
851,F,S,0,92564.1,Y,49.133333,1555763989299950,11/17/34,200 RUTA 474,FAYETTEVILLE,AR,72701,0,-94.164527,36.062768
858,F,M,2,81913.8,Y,49.66,7665532684297410,1/26/20,411 108TH AVE NE STE 1980,OPELIKA,AL,36801,5990,,
861,F,S,0,919.93,N,38.26,6315709229149940,11/16/76,PO BOX 13699,WORCESTER,NY,12197,0,,
862,F,M,2,69486.8,N,30.946667,8812385186669980,11/5/34,2201 STONY RIDGE DR,GUAYAMA,PR,784,0,,
863,F,M,2,24482.8,N,33.533333,4420080483099840,10/5/04,PO BOX 2146,GREENSBURG,PA,15601,0,,
868,F,S,0,17138.2,N,63.786667,9079805546945560,6/19/72,3333 SUNY,SEATTLE,WA,98105,0,-122.315021,47.663972
870,F,M,2,47010.1,N,57.406667,5078466647029910,1/6/57,3616 E RENEE DR,TAMPA,FL,33619,0,,
872,F,S,0,67239.4,N,44.433333,5155411397607480,2/23/48,82 WAYNE ST # 2681 # 3695,CABO ROJO,PR,623,0,,
873,M,M,1,69406.7,Y,38,5382959689223440,6/22/92,4890 PARADISE WAY S,LOS ANGELES,CA,90039,0,,
875,F,M,2,83259.3,N,50.88,1298491975441150,6/9/93,2322 E FIR ST,WEST PALM BCH,FL,33401,0,,
886,F,M,1,34555,N,23,3073419166033000,11/19/25,2050 E EDGEWOOD DR APT G48,HOUSTON,TX,77076,0,,
887,F,M,2,11234.7,Y,49.046667,8315643911622730,6/11/67,111 NE 195TH TER,ANASCO,PR,610,0,,
891,F,M,2,68462.8,N,34.4,1508470131935960,12/20/80,UNIT 23819,ANDOVER,MA,1810,0,,
895,F,M,2,63670.8,Y,46.146667,8730358759604230,8/21/70,BUZON 1800,NEWMANSTOWN,PA,17073,0,,
897,F,S,1,83287,Y,47,7586708682299690,12/16/19,739 WASHINGTON ST,EUTAW,AL,35501,0,-87.285559,33.827621
898,M,M,0,12387.6,N,56.173333,4322969560935670,4/11/73,98 REYNOLDS BND DR SE,BAUDETTE,MN,56623,0,-95.05,48.5981
900,F,M,1,82931.3,N,64.64,2374633299852900,4/23/19,779 BRIGGS AVE S,GARDEN CITY,NY,11530,0,,
901,F,M,2,57483.9,N,44.026667,9274782054693170,12/13/86,100 INDIAN TRAIL RD,EDGEWOOD,TX,75117,0,-95.883782,32.69884
903,F,S,2,21274,N,45.526667,1785480058989850,2/13/00,2769 W 49TH 1/2 ST,WILLIS,VA,24380,0,,
904,F,M,2,28267,N,30.093333,6152516090551500,1/14/16,1549 EXPOSITION BLVD APT 1,CASSVILLE,GA,30123,0,,
906,F,M,2,36725.1,N,55.793333,2353974059596840,2/20/15,1006 SAINT GALLEN AVE W,SPARTA,GA,31087,0,-82.972936,33.28303
910,M,S,1,94188.3,N,57.546667,9391525415697050,8/18/73,510 OWENS DR SE,BEVERLY,NJ,8010,2409,-74.92349,40.066978
913,F,M,2,91861,Y,41.98,2017040978077680,3/23/94,4542 W KEISER AVE,SEATTLE,WA,98108,0,-122.294769,47.542454
916,F,S,1,12374.9,Y,33.493333,1564974844251200,10/29/61,149 ELM ST APT 1,PLANO,TX,75074,0,,
917,F,M,2,69133.9,Y,26.833333,8776926187091150,6/16/15,1601 ARGONNE PL NW APT 447,BAKERSFIELD,CA,93307,0,-119.006587,35.301498
919,F,M,2,84948,Y,29.446667,9852209695186060,2/21/15,611 MADISON ST SE APT 1250,UNION GROVE,WI,53182,0,,
926,M,D,1,21416.5,N,35.653333,5116941930491010,7/18/96,2574 ROUTE 72 W,OPELIKA,AL,36801,0,,
933,M,M,0,60101.1,Y,63.766667,1538550251829770,4/8/69,PO BOX 12,SEATTLE,WA,98102,0,-122.327647,47.618511
934,F,M,2,38215.9,N,30.886667,9039306309295440,12/5/71,B1 CALLE MILAGROSA,MIAMI,FL,33179,0,,
935,F,M,1,13829.4,N,20,7075355145469750,7/30/36,14001 HOLLY AVE,ITHACA,NY,14850,0,-76.503748,42.43177
936,F,M,2,49745.3,N,47.966667,2082848624735320,10/10/34,1 GARIBALDI AVE,ASHER,OK,74826,0,,
939,F,M,2,98003.7,Y,26.273333,5725475883068090,8/1/52,1274 DOONESBURY DR,OKEECHOBEE,FL,34974,0,,
940,M,S,0,89142.7,N,53.693333,4172846538865080,2/27/21,7428 STATE ROUTE 3,PHOENIX,AZ,85016,0,,
941,F,S,0,74530.8,N,63.086667,2415191103006210,9/23/00,PO BOX 11,TERRY,MS,39170,0,,
943,F,S,0,40120,N,22,9766982910964720,9/24/03,RR 1 BOX 251,GUNTERSVILLE,AL,35976,0,-86.279491,34.345422
950,M,M,1,66931.9,N,63.933333,2805814506950170,5/15/79,PO BOX 5979,KANSAS CITY,MO,64153,0,,
952,F,M,1,40120,N,22,7519116096979920,1/2/34,2024AK N 7TH ST STE 101,CINCINNATI,OH,45242,0,,
953,F,S,0,40120,N,24,9693075788547360,4/2/02,1986 WISCONSIN AVE,CREVE COEUR,IL,61610,0,,
954,F,S,0,40120,N,24,5205019406673390,4/24/36,25045 STATE HIGHWAY 3,SEATTLE,WA,98178,0,,
957,F,S,2,40120,N,22,6058401374464450,5/17/53,308 PLUM CREEK RD,KANEOHE,HI,96744,0,-157.802084,21.416581
958,F,S,1,40120,N,21,4726811501684470,11/1/41,1163 HIGHWAY 16 PMB 29662,RUFFS DALE,PA,970,0,,
967,F,M,2,64816.6,Y,31.126667,1535590185794370,8/28/41,109 S BISHOP AVE,WEST ISLIP,NY,11795,0,,
968,F,M,2,98217.1,N,44.98,3827765090743660,7/1/40,709 JACKSON ST NE APT 1,ARECIBO,PR,612,0,,
972,F,M,2,41876.6,Y,44.093333,8891473833514970,8/29/94,PO BOX 160,MERIDEN,CT,6450,0,-72.800392,41.535458
973,M,M,0,96223.4,Y,64.76,9674018154247800,8/6/71,289 ROCK ST STE 102,HOUSTON,TX,77006,6156,,
974,F,S,0,15989.3,N,61.693333,5731481568225380,2/5/57,2236 166TH AVE SE,MOUNT WEATHER,VA,20135,0,,
975,M,M,0,69168.4,Y,62.426667,4778023494083050,12/27/24,370 CARR 165,CABO ROJO,PR,623,0,,
976,M,M,1,92148.5,Y,38,8195669896172040,5/8/49,5167 80TH AVE SW,MILPITAS,CA,95035,0,,
977,M,M,0,96681,Y,19.76,6968934101382560,6/27/18,1138 KENSINGTON ST NW,LA SALLE,IL,61301,0,-89.091129,41.329438
978,M,S,0,62705.9,Y,39,8681724173848220,11/3/25,700 FIRETOWER RD,BOYS TOWN,NE,68010,0,,
979,M,S,0,80221.2,N,29.026667,4766873481593670,3/11/69,10198 SE 1ST ST RD,FRANKFORD,DE,19945,0,,
980,M,S,0,84479.2,N,28,4873076916208130,9/22/44,2541 FAIRVIEW CHURCH RD,PISCATAWAY,NJ,8854,4179,,
981,F,M,2,64977.4,N,38.193333,1609169808593950,7/20/60,3568 SW JUNEAU ST,HOUSTON,TX,77087,4748,,
982,F,M,0,77994,N,50.553333,8185233205747130,1/10/42,6801 STATE ROUTE 440,ROCKY HILL,CT,6067,0,,
983,M,M,2,90103.7,N,34.946667,9508868249729070,5/8/48,645 WESTCHESTER AVE APT 12A,BAYAMON,PR,959,0,,
984,F,M,0,59008.4,Y,30.18,8824261166311480,8/23/63,7810 N 14TH PL APT 722,MUSCADINE,AL,36269,0,,
985,M,M,2,5265.35,N,52.873333,8118729370477070,3/20/26,1 SPRING CREEK CAMP RD,LATROBE,PA,15650,0,-79.384854,40.314966
987,F,M,2,36647.9,N,49.986667,6195883113642240,8/14/36,500 UNIVERSITY AVE W,HUNTSVILLE,AL,35810,0,,
988,F,S,0,64319.2,N,41.226667,6006041966839560,10/16/82,PO BOX 271,POCATELLO,ID,83202,0,,
989,F,S,1,73338,N,48.246667,3530632365824710,5/10/66,331 COND MARBELLA DEL CARIBE,BRIDGEPORT,CT,6606,0,-73.193665,41.221314
990,F,S,0,433.74,N,60.746667,2842108168997240,4/13/78,640 S 300 W,DECATUR,IL,62523,2383,,
991,F,M,2,16962.2,N,45.36,4089200835862110,10/1/33,806 MACY ST,ELY,NV,89301,0,,
996,F,M,0,2031.61,N,20.3,5349972136398430,4/1/00,12746 US 52 HWY S,ARECIBO,PR,612,0,,
1004,F,M,1,8073.11,N,46,6494421570624020,8/7/63,1724 WHITEHAVEN,GLYNDON,MN,56547,0,,
1005,M,M,0,95448.6,Y,53.68,3218719749799130,7/18/43,95 W 25TH ST APT 1,WAPPINGERS FALLS,NY,12590,1723,,
1008,M,S,1,31952,N,34.266667,7070216281705930,7/17/32,5621 MCCARTY RD,EVERETT,WA,98205,0,,
1009,M,S,2,72084.7,N,55.64,4919386224173850,6/21/99,2000 CALLE 4,CAROLINA,PR,979,0,,
1010,F,S,0,42760.5,N,47,9402647500670250,1/9/24,3801 YOSEMITE BLVD STE F,HOUSTON,TX,77024,7776,,
1016,M,M,1,71472.9,N,41.913333,8522562667441740,3/12/72,843 EUCLID ST APT 101S,KIRKLAND,WA,98034,0,-122.209175,47.709619
1017,F,M,0,95405.7,N,48,2981966329479580,11/9/77,3801 MAC CV,NEW YORK,NY,10019,0,-73.990852,40.768196
1018,F,S,0,95786.8,Y,52.646667,3074091066861440,1/10/06,390 W BROADWAY ST,BUTLER,NJ,7405,0,,
1020,M,S,0,90321.6,N,55.113333,1747761657894360,7/15/04,201 MOUNTAIN TOP ESTATES RD,SPRINGFIELD,MA,1107,0,-72.614388,42.117783
1022,F,M,2,56187,N,43,3776101182182300,5/22/86,610 CAMELLIA,HAVERHILL,MA,1830,0,,
1030,M,M,2,29616,N,49.426667,8002741333769810,5/11/76,16885 446TH PL SE,MELSTONE,MT,59054,0,,
1032,M,M,0,19732.8,N,50.673333,8364590395255980,1/13/97,318 38TH ST APT 301,AMITY HARBOR,NY,11701,0,,
1038,F,M,2,52004.8,N,25.14,8273603164316460,5/21/83,2310 HOLMES ST STE 735,BELLAIRE,TX,77401,0,,
1041,M,M,2,53010.8,N,18.84,5750536046946210,3/7/10,B24 CALLE 1,WEATHERFORD,TX,76086,0,,
1042,M,M,0,75004.5,N,64.8,9694140221374440,4/11/22,623 ARCADIA ST APT 205,GRAND RAPIDS,MI,49506,0,,
1045,M,M,0,19749.3,N,60.366667,6656691077295000,2/23/72,110 COUNTY ROAD 4184,SPRINGFIELD,MA,1101,0,,
1046,M,S,1,57626.9,Y,43.906667,5629180844325030,9/18/56,4926 E RIVERSIDE DR,CLIFTON,NJ,7012,0,,
1047,M,M,2,20078,N,32.846667,4309318404162550,6/1/80,222 ROUTE 515,JERSEY CITY,NJ,7306,0,-74.0806,40.7294
1048,F,M,2,47902,N,26.033333,4570185816735860,9/11/29,PO BOX 410,FAR ROCKAWAY,NY,11691,4701,-73.747581,40.611669
1059,F,S,0,78851.3,N,48.373333,6207159676858600,5/8/42,253 W 1ST ST,LOUISVILLE,CO,80027,0,,
1061,F,M,0,83891.9,Y,61.02,3628602985094680,12/10/63,2050 E 600 N,ORLANDO,FL,32887,1,,
1066,F,M,2,5237.63,N,48.753333,5283645991703260,6/3/39,4572 N 300 E,CHATSWORTH,GA,30705,6669,-84.792948,34.771259
1069,M,S,2,89459.9,N,53.28,2630655731038630,8/22/16,593 COND PARK VIEW TER,ELKHORN,WI,53121,0,,
1072,F,S,1,13576.5,N,39.426667,7011608233267140,2/25/40,PO BOX 1085,ADA,OK,74820,0,-96.681753,34.78692
1073,F,S,0,81710.9,N,58.54,9086529831240110,12/26/21,28 CLIFF ST,MILWAUKEE,WI,53223,0,,
1084,F,S,1,7737.94,N,42.666667,9074810056123710,2/10/22,148 EAST AVE STE 3D,JUPITER,FL,33458,0,,
1085,M,S,2,120000,N,42,7379241677151030,7/7/82,PO BOX 13688,LAYTON,UT,84041,0,,
1086,F,M,2,45287.6,Y,29.026667,5968613339742520,4/9/05,6000 SUNFOREST DR APT 1101,DENMARK,IA,52624,0,,
1087,F,M,2,59613.1,N,34.32,5007103084546930,5/5/21,671 E SHREVEPORT ST,WARRENTON,MO,63383,0,,
1092,F,S,2,9559.78,N,51.38,7626377835198280,11/18/90,13443 128TH PL NE,N LITTLE ROCK,AR,72113,0,,
1095,F,M,2,42031.8,N,50.753333,2514094025928030,5/10/67,2 NORTH SQ APT 1,WYOMING,MN,55092,0,,
1098,M,M,1,39229.1,N,26.26,7723117065670280,5/4/37,4704 CUPPLES PL APT 2C,NORWALK,CT,6850,0,,
1099,F,D,1,68427.4,N,42.393333,5856862964576140,2/1/38,201 S PALMERS RD,PHENIX CITY,AL,36869,0,-85.0756,32.4263
1101,M,S,0,3601.71,N,49.266667,1897334512511870,11/17/25,215 N MAIN ST,SPRINGFIELD,MA,1109,0,-72.559907,42.12183
1103,F,S,0,98716.3,N,55.66,2646528725568310,1/11/18,702 MAIN ST W,COVINGTON,WA,98042,0,,
1104,F,S,2,66182.7,Y,62.48,8214404265565640,10/24/00,2791 11TH AVE E,BISMARCK,ND,58501,0,,
1108,F,M,0,32703.1,Y,64.92,5776419611697700,10/8/21,3660 39TH AVE SW,CEDAR RAPIDS,IA,52411,0,,
1113,F,S,2,38280,N,33.74,2365636529286000,12/25/38,689 CONKLIN ST APT A1,CASTROVILLE,TX,78009,0,,
1114,M,S,0,64136.6,Y,61.106667,6778992300232300,6/8/53,1273 N CHURCH ST STE 100C,CLINTON,OH,44216,0,,
1116,F,M,2,45429.7,Y,61.713333,9333482120291160,9/15/69,5653 WINDRIDGE DR,WOODLAND HILLS,CA,91364,0,,
1132,F,S,1,13109.1,N,62.606667,8857065579252800,8/27/09,1143 WHITEHAVEN DR APT A,CHICAGO,IL,60647,0,-87.679059,41.931708
1134,M,S,2,21021.6,Y,62.753333,9146639846621760,9/2/48,RR 2 BOX 300,FORT DEPOSIT,AL,35769,0,,
1144,F,M,2,62061.8,Y,45.92,3724932155718060,2/17/17,193 LAKEWOOD DR,CODEN,AL,35151,0,-86.234241,33.084313
1145,F,M,1,20550.9,Y,22.12,2460120085440800,9/18/10,986 CHERRY ST SE,FLUSHING,NY,11355,2247,,
1148,M,M,2,1765.41,N,18.766667,9369798493349930,12/25/25,1002 N MARKET ST,SIDMAN,PA,15955,0,,
1159,F,S,2,2842.55,N,45.92,1356978575429560,1/5/25,1509 ORCHARD TER,ORLANDO,FL,32804,0,,
1160,M,M,2,22358.1,N,52.626667,3235434985368190,11/14/85,220 ADAMS ST APT 1109 # 7D,JACKSONVILLE,FL,32216,0,-81.561883,30.27571
1162,M,M,0,47870.8,Y,27.26,3339264464985410,9/25/54,358 3RD ST APT 2R,BROOKLEY FIELD,AL,36601,0,,
1163,F,S,2,6440.46,Y,43,7664064372077480,10/15/25,RR 2 BOX 8209,GLENSIDE,PA,19038,0,-75.169121,40.116776
1178,M,S,0,65000,Y,52.266667,9623891563458700,11/28/08,1144 MEMORIAL DR SE,TUPELO,MS,38801,0,,
1182,M,M,2,1406.05,Y,19.306667,1452279197994380,7/7/09,1900 WEST LOOP S STE 1185,AUSTIN,TX,78705,0,,
1184,F,S,0,73228.3,N,46,1591162478109090,9/19/40,UNIT 26124 BOX 2851,CHESTER,CT,6412,0,,
1185,F,S,2,76231.9,N,63.806667,8232458860323650,3/13/43,RR 10 BOX 461,DUCK,WV,25063,0,,
1193,F,S,0,93322.1,Y,40.313333,1916985333728220,10/4/83,396 SE 9TH ST,FORTUNA,CA,95540,0,,
1198,M,M,1,63437.3,N,63.653333,7643218047308900,12/31/10,59 BOBALA RD STE 2,N LITTLE ROCK,AR,72114,0,-92.270876,34.777233
1202,M,M,2,49910.7,Y,51.52,9874502653004050,6/12/91,398 DUKE AVE,LITTLEROCK,CA,93543,0,,
1204,M,M,1,76161.4,Y,44.573333,4840164518564440,11/19/36,HC 681 BOX 102A,ARECIBO,PR,612,0,,
1206,F,S,1,12686,N,64.8,2759538849966850,2/16/25,289 S CAYUGA RD,CUDAHY,WI,53110,0,,
1214,M,M,2,57360.8,Y,53.253333,7942723566833580,6/23/88,100 DEERRUN RD,DETROIT,TX,75436,0,-95.2731,33.6556
1215,M,M,0,92414.7,Y,45.513333,7716109915834300,7/19/67,19714 COUNTY ROAD 1544,HEATH,OH,43056,0,,
1218,F,M,2,17888.7,N,52.646667,1833240667862700,4/21/54,PO BOX 140,MAGNOLIA SPRINGS,AL,35161,0,,
1219,F,S,1,12526.3,N,53.553333,2391958883166540,9/5/72,535 AVENUE A APT 923,POULSBO,WA,98370,0,,
1222,F,S,2,14578.8,Y,60.933333,5460434755237450,5/9/66,1001 SANDIDGE RD,WEST SALEM,IL,62476,0,,
1225,M,M,0,78572.2,Y,42.346667,7581715988610780,3/24/07,18 W 10TH ST APT 3,HOBOKEN,NJ,7030,4500,-74.040971,40.741928
1227,F,M,2,48238.8,N,34.706667,6170587305956250,9/5/08,T121 MAIN ST,BOAZ,AL,35956,5857,,
1233,F,S,2,76791.2,N,43,4939960870808070,10/4/32,49262 COUNTY ROAD 14,LACONIA,NH,3246,0,-71.467665,43.526073
1238,F,M,2,3193.6,N,54.046667,5276414804474260,10/24/18,7418 CAMERON RD APT 101,MILLVILLE,NJ,8332,0,-75.041183,39.394123
1243,M,D,0,2056.06,Y,18.94,2416738566756830,7/8/59,225 N WATER ST STE 400,WESTVILLE,NJ,8093,0,,
1244,F,M,2,7776.6,N,35.706667,6996181701565070,5/14/30,8100 HIGHWAY 269 # 2708,AUSTIN,TX,78746,0,,
1246,M,S,0,78000,N,46,9960174356274550,1/9/18,919 PARK AVE APT 2L,MARION,IN,46952,0,-85.660023,40.56215
1248,F,M,2,69343.3,N,42.166667,3011874692173070,4/6/72,PO BOX 1484,HOBOKEN,NJ,7030,0,-74.040971,40.741928
1249,F,M,0,83287,N,42,9328076688976830,7/17/99,993 CEDAR ST,MILLTOWN,WI,54858,0,,
1252,F,M,0,14932.5,N,70,3905313108351610,2/4/96,1100 GRAND ST APT 407,SCHULENBURG,TX,78956,0,-96.907808,29.675959
1253,F,S,0,27498.1,N,70,6241530356153410,8/13/82,1575 S MARKET ST STE 109,HUNTSVILLE,AL,35801,0,-86.585312,34.733646
